Price,Close,High,Low,Open,Volume
Ticker,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA
Date,,,,,
2025-05-22,134.0500030517578,135.67999267578125,133.83999633789062,134.82000732421875,6065741
2025-05-23,134.47000122070312,134.6300048828125,131.8000030517578,132.25999450683594,5062985
2025-05-26,135.00999450683594,135.72000122070312,134.52000427246094,134.55999755859375,3834088
2025-05-27,136.4600067138672,137.19000244140625,136.14999389648438,136.64999389648438,5172279
2025-05-28,135.7100067138672,136.10000610351562,135.39999389648438,135.97999572753906,3717190
2025-05-29,135.36000061035156,135.92999267578125,134.77000427246094,135.6999969482422,4519155
2025-05-30,133.99000549316406,135.42999267578125,133.50999450683594,135.22999572753906,5037477
2025-06-02,133.60000610351562,135.60000610351562,133.3300018310547,135.02999877929688,3143725
2025-06-03,134.39999389648438,134.57000732421875,133.0500030517578,133.50999450683594,4421313
2025-06-04,133.80999755859375,135.63999938964844,133.6300048828125,135.00999450683594,4990188
2025-06-05,133.25,134.39999389648438,132.91000366210938,134.11000061035156,4926223
2025-06-06,133.05999755859375,133.86000061035156,132.49000549316406,133.47000122070312,8299346
2025-06-09,132.72999572753906,132.94000244140625,131.07000732421875,132.61000061035156,5320983
2025-06-10,133.35000610351562,134.32000732421875,133.0,133.67999267578125,5714411
2025-06-11,133.97000122070312,134.42999267578125,132.50999450683594,133.0,4996750
2025-06-12,134.66000366210938,134.85000610351562,133.02999877929688,133.13999938964844,3017576
2025-06-13,133.99000549316406,134.60000610351562,133.39999389648438,134.0,6901899
2025-06-16,136.07000732421875,136.8699951171875,135.14999389648438,135.1699981689453,7774867
2025-06-17,135.52000427246094,136.41000366210938,135.1699981689453,136.0399932861328,5284805
2025-06-18,135.4199981689453,136.0800018310547,135.3000030517578,135.58999633789062,8894582
2025-06-20,133.89999389648438,135.0,133.74000549316406,134.61000061035156,5885813
2025-06-23,133.47000122070312,134.11000061035156,132.8000030517578,134.02999877929688,7548143
2025-06-24,134.07000732421875,135.05999755859375,133.13999938964844,133.5399932861328,7467005
2025-06-25,132.5500030517578,133.52999877929688,132.52000427246094,133.24000549316406,6663014
2025-06-26,133.9600067138672,134.2899932861328,132.94000244140625,133.3699951171875,7773826
2025-06-27,133.7899932861328,134.19000244140625,133.3699951171875,133.42999267578125,3731569
2025-06-30,135.85000610351562,136.0399932861328,133.41000366210938,133.55999755859375,4715665
2025-07-01,136.52000427246094,136.6699981689453,135.77999877929688,135.97999572753906,2903180
2025-07-02,135.91000366210938,136.8000030517578,135.25,136.58999633789062,3619807
2025-07-03,137.9199981689453,138.14999389648438,136.08999633789062,136.4499969482422,3879378
2025-07-04,138.1300048828125,138.4499969482422,137.38999938964844,137.38999938964844,5528911
2025-07-07,136.4499969482422,138.08999633789062,136.1699981689453,138.0500030517578,3691359
2025-07-08,136.14999389648438,136.39999389648438,135.66000366210938,136.33999633789062,2574588
2025-07-09,134.11000061035156,135.94000244140625,134.11000061035156,135.94000244140625,8538960
2025-07-10,133.61000061035156,134.02999877929688,132.92999267578125,133.0,5335029
2025-07-11,133.5,133.5,132.52999877929688,133.5,4964400
2025-07-14,132.08999633789062,132.88999938964844,131.85000610351562,132.8800048828125,4839858
2025-07-15,132.3699951171875,132.97000122070312,131.35000610351562,132.77999877929688,5716437
2025-07-16,132.39999389648438,132.64999389648438,131.27999877929688,132.22000122070312,6592146
2025-07-17,132.47000122070312,132.77999877929688,132.00999450683594,132.6699981689453,3403032
2025-07-18,130.3000030517578,132.19000244140625,130.3000030517578,131.27999877929688,6597946
2025-07-21,131.1999969482422,131.88999938964844,130.64999389648438,130.64999389648438,4533839
2025-07-22,131.14999389648438,132.27999877929688,129.99000549316406,131.75999450683594,4538075
2025-07-23,132.38999938964844,132.75999450683594,130.64999389648438,130.89999389648438,3129788
2025-07-24,130.77999877929688,131.57000732421875,130.69000244140625,131.57000732421875,3916773
2025-07-25,130.4499969482422,131.1999969482422,130.3000030517578,130.99000549316406,3619992
2025-07-28,129.25,130.72000122070312,128.6999969482422,130.5,3943153
2025-07-29,129.5,130.42999267578125,129.1999969482422,129.25,4698897
2025-07-30,130.92999267578125,132.1999969482422,128.9600067138672,129.02000427246094,6126767
2025-07-31,129.8800048828125,130.52999877929688,129.0800018310547,129.3699951171875,4106736
2025-08-01,129.57000732421875,131.8699951171875,129.1999969482422,131.61000061035156,3674664
2025-08-04,130.0,131.0,129.5399932861328,130.74000549316406,2924525
2025-08-05,130.16000366210938,131.27999877929688,129.77999877929688,129.9600067138672,2816372
2025-08-06,131.49000549316406,132.24000549316406,131.02000427246094,131.02000427246094,4891658
2025-08-07,133.52000427246094,133.9499969482422,132.11000061035156,132.11000061035156,8358557
2025-08-08,132.91000366210938,133.60000610351562,132.5800018310547,133.36000061035156,4351216
2025-08-11,132.5,133.2899932861328,132.4499969482422,132.52999877929688,3229323
2025-08-12,135.10000610351562,135.36000061035156,134.16000366210938,134.16000366210938,8271166
2025-08-13,133.66000366210938,134.64999389648438,133.6199951171875,134.32000732421875,5346125
2025-08-14,133.36000061035156,134.52999877929688,132.69000244140625,132.92999267578125,4263444
2025-08-15,133.55999755859375,133.57000732421875,132.69000244140625,133.22000122070312,10216210
2025-08-18,134.3300018310547,134.94000244140625,133.6199951171875,133.7899932861328,4133988
2025-08-19,131.1699981689453,132.88999938964844,131.1699981689453,132.8300018310547,7544379
2025-08-20,131.8000030517578,132.1300048828125,131.22000122070312,131.39999389648438,1983546
2025-08-21,131.6300048828125,132.10000610351562,131.0,131.05999755859375,2072659
2025-08-22,135.14999389648438,135.27000427246094,132.14999389648438,132.1699981689453,7227115
2025-08-25,135.11000061035156,136.0,135.11000061035156,135.74000549316406,3739175
2025-08-26,134.94000244140625,135.2100067138672,134.1699981689453,135.0500030517578,3641902
2025-08-27,136.1999969482422,136.35000610351562,134.52000427246094,134.92999267578125,4390981
2025-08-28,138.30999755859375,139.1999969482422,137.08999633789062,137.08999633789062,9155113
2025-08-29,138.5,139.3800048828125,138.0,138.0,7865623
2025-09-01,138.2899932861328,139.0,137.8300018310547,138.6999969482422,3683348
2025-09-02,137.3699951171875,138.14999389648438,136.61000061035156,136.8800048828125,5174520
2025-09-03,136.8699951171875,137.5800018310547,136.64999389648438,137.27000427246094,2481577
2025-09-04,138.00999450683594,138.44000244140625,136.83999633789062,137.0,3507092
2025-09-05,139.64999389648438,140.39999389648438,138.8699951171875,139.16000366210938,6904393
2025-09-08,138.8000030517578,139.86000061035156,138.36000061035156,139.86000061035156,2536075
2025-09-09,138.60000610351562,139.25999450683594,138.60000610351562,139.0500030517578,6058267
2025-09-10,139.16000366210938,140.1300048828125,138.5500030517578,138.6999969482422,2656062
2025-09-11,139.9600067138672,140.91000366210938,139.4199981689453,139.61000061035156,4508267
2025-09-12,139.2100067138672,140.22999572753906,139.2100067138672,139.2100067138672,4222527
2025-09-15,140.4499969482422,141.16000366210938,139.60000610351562,139.6999969482422,3362145
2025-09-16,141.11000061035156,141.6300048828125,140.55999755859375,141.0399932861328,10040633
2025-09-17,142.60000610351562,143.27999877929688,140.86000061035156,141.00999450683594,12057854
2025-09-18,142.52999877929688,142.66000366210938,141.97000122070312,142.36000061035156,5660966
2025-09-19,142.7899932861328,143.3300018310547,142.42999267578125,142.85000610351562,3737202
2025-09-22,141.99000549316406,142.3699951171875,141.10000610351562,141.9600067138672,3199428
2025-09-23,143.3300018310547,144.1199951171875,142.08999633789062,142.36000061035156,3067703
2025-09-24,143.4199981689453,143.77999877929688,143.0500030517578,143.5,2322354
2025-09-25,142.27999877929688,143.49000549316406,142.1999969482422,143.24000549316406,5367085
2025-09-26,142.44000244140625,143.25999450683594,142.11000061035156,142.60000610351562,2944933
2025-09-29,143.4499969482422,144.63999938964844,143.25,144.2100067138672,4049167
2025-09-30,143.24000549316406,144.5500030517578,142.83999633789062,144.11000061035156,3469293
2025-10-01,142.52000427246094,143.92999267578125,142.27000427246094,143.8000030517578,3510934
2025-10-02,140.99000549316406,142.69000244140625,140.6999969482422,142.60000610351562,5220210
2025-10-03,141.22000122070312,141.58999633789062,140.75,140.9600067138672,2614872
2025-10-06,140.6699981689453,141.57000732421875,140.4499969482422,141.22000122070312,4551231
2025-10-07,138.4499969482422,139.99000549316406,138.17999267578125,139.99000549316406,9177105
2025-10-08,139.1999969482422,139.42999267578125,138.72999572753906,138.83999633789062,3431823
2025-10-09,138.75,140.25999450683594,138.66000366210938,139.86000061035156,3877461
2025-10-10,137.80999755859375,139.4499969482422,137.3000030517578,139.25999450683594,6748065
2025-10-13,138.75,139.3000030517578,138.6300048828125,138.77999877929688,3493492
2025-10-14,138.74000549316406,139.60000610351562,138.2899932861328,138.42999267578125,4748680
2025-10-15,139.49000549316406,140.0,138.30999755859375,138.41000366210938,4650090
2025-10-16,139.16000366210938,140.17999267578125,138.57000732421875,138.75,14644409
2025-10-17,140.39999389648438,140.4199981689453,138.30999755859375,138.88999938964844,10830393
2025-10-20,141.27000427246094,142.14999389648438,140.36000061035156,140.8000030517578,5163325
2025-10-21,141.1699981689453,141.8000030517578,140.80999755859375,141.1999969482422,1973798
2025-10-22,141.8800048828125,142.0399932861328,140.9600067138672,141.63999938964844,3175811
2025-10-23,142.67999267578125,143.22000122070312,142.02999877929688,142.94000244140625,11427664
2025-10-24,143.0,144.1999969482422,143.0,143.55999755859375,3681850
2025-10-27,144.0,144.9499969482422,143.6999969482422,144.47999572753906,2784188
2025-10-28,144.32000732421875,144.9199981689453,143.42999267578125,143.77999877929688,7127646
2025-10-29,145.3000030517578,146.00999450683594,144.92999267578125,144.92999267578125,7824595
2025-10-30,145.6999969482422,146.16000366210938,144.39999389648438,144.5399932861328,4150599
2025-10-31,146.41000366210938,146.75,145.7899932861328,146.19000244140625,7137184
2025-11-03,147.3699951171875,147.89999389648438,146.52000427246094,147.10000610351562,3777802
2025-11-04,147.52999877929688,147.75999450683594,146.80999755859375,146.89999389648438,2854961
2025-11-05,150.3800048828125,150.5,147.19000244140625,147.27999877929688,5283624
2025-11-06,150.10000610351562,151.13999938964844,150.0500030517578,150.30999755859375,6158385
2025-11-07,150.8000030517578,150.94000244140625,149.25999450683594,149.67999267578125,3507259
2025-11-10,152.25,152.4600067138672,151.47999572753906,151.6699981689453,4778721
2025-11-11,154.8000030517578,155.30999755859375,152.77000427246094,152.77000427246094,8330821
2025-11-12,154.44000244140625,154.88999938964844,153.47999572753906,154.88999938964844,4346406
2025-11-13,154.10000610351562,155.14999389648438,153.42999267578125,154.14999389648438,4161660
2025-11-14,154.33999633789062,155.2100067138672,153.49000549316406,153.49000549316406,7939875
2025-11-17,153.7899932861328,154.74000549316406,153.44000244140625,154.4600067138672,8053478
2025-11-18,153.52999877929688,153.86000061035156,152.52999877929688,152.69000244140625,7529211
2025-11-19,152.0,153.1699981689453,152.0,152.99000549316406,7891763
2025-11-21,151.9499969482422,151.9499969482422,150.49000549316406,151.94000244140625,4459107
2025-11-24,152.35000610351562,152.77000427246094,151.39999389648438,151.6300048828125,8827527
2025-11-25,152.97000122070312,153.22999572753906,151.6199951171875,152.35000610351562,3894640
2025-11-26,155.74000549316406,155.74000549316406,153.08999633789062,153.2100067138672,6121621
2025-11-27,155.32000732421875,155.5500030517578,154.9600067138672,155.2100067138672,2593684
2025-11-28,155.85000610351562,156.52000427246094,155.25,155.41000366210938,2909967
2025-12-01,155.5,155.99000549316406,154.77999877929688,155.7100067138672,2922763
2025-12-02,157.97000122070312,157.97000122070312,155.57000732421875,155.60000610351562,5854674
2025-12-03,158.39999389648438,158.7100067138672,157.8699951171875,158.36000061035156,5161918
2025-12-04,161.2899932861328,161.3800048828125,159.08999633789062,159.10000610351562,8662644
2025-12-05,154.17999267578125,161.74000549316406,153.72999572753906,161.2899932861328,11032774
2025-12-08,155.25,156.07000732421875,154.3000030517578,155.75,8262578
2025-12-09,154.5500030517578,155.6699981689453,152.0399932861328,153.6699981689453,6497394
2025-12-10,156.0,156.57000732421875,154.42999267578125,155.1999969482422,4233612
2025-12-11,156.19000244140625,156.74000549316406,154.9199981689453,155.35000610351562,4440966
2025-12-12,157.5,158.1199951171875,156.19000244140625,156.61000061035156,3112840
2025-12-15,159.3699951171875,159.8300018310547,158.41000366210938,158.86000061035156,5085276
2025-12-16,155.16000366210938,157.89999389648438,155.16000366210938,157.5,20385628
2025-12-17,154.35000610351562,154.99000549316406,153.41000366210938,154.94000244140625,7486059
2025-12-18,154.86000061035156,155.44000244140625,154.00999450683594,154.1300048828125,6167703
2025-12-19,155.3000030517578,156.5,154.92999267578125,155.0500030517578,5110290
2025-12-22,155.07000732421875,155.3300018310547,154.13999938964844,155.3000030517578,3770850
2025-12-23,157.42999267578125,157.42999267578125,155.82000732421875,155.82000732421875,4205277
2025-12-26,157.82000732421875,157.97000122070312,156.22000122070312,156.5399932861328,5194154
2025-12-29,157.41000366210938,157.99000549316406,156.6699981689453,157.75999450683594,2733806
2025-12-30,158.0,159.0,157.9600067138672,158.3000030517578,3535678
